failed_service,failed_mode,injected_severity,affected_service,graph_distance,baseline_error_rate,fault_window_error_rate,severity_delta,was_impacted,time_to_impact_ms,baseline_latency_ms,fault_window_latency_ms,latency_delta_ms,failed_betweenness,failed_in_degree,failed_out_degree,failed_is_articulation_point,affected_betweenness,affected_in_degree,affected_out_degree,has_direct_edge,direct_edge_timeout_ms,direct_edge_retries,fault_mode_down
svc-02,slow,0.8,svc-15,,0.0,0.0,0.0,False,,15.5,12.9,-2.6,0.0,0,2,False,0.0,3,0,False,-1,-1,0
svc-02,slow,0.8,svc-16,,0.0,0.0,0.0,False,,14.5,11.9,-2.6,0.0,0,2,False,0.0,2,0,False,-1,-1,0
svc-02,slow,0.8,svc-17,,0.0,0.0,0.0,False,,15.0,12.4,-2.6,0.0,0,2,False,0.0,1,0,False,-1,-1,0
svc-02,slow,0.3,svc-00,,0.0,0.0,0.0,False,,243.5,237.7,-5.8,0.0,0,2,False,0.0,0,3,False,-1,-1,0
svc-02,slow,0.3,svc-01,,0.0,0.0,0.0,False,,223.7,193.6,-30.1,0.0,0,2,False,0.0,0,1,False,-1,-1,0
svc-02,slow,0.3,svc-03,,0.0,0.0,0.0,False,,225.4,217.4,-8.0,0.0,0,2,False,0.0,0,2,False,-1,-1,0
svc-02,slow,0.3,svc-04,,0.0,0.0,0.0,False,,83.1,98.0,14.9,0.0,0,2,False,0.0,1,1,False,-1,-1,0
svc-02,slow,0.3,svc-05,,0.0,0.0,0.0,False,,186.3,147.8,-38.5,0.0,0,2,False,0.01838,3,3,False,-1,-1,0
svc-02,slow,0.3,svc-06,,0.0,0.0,0.0,False,,130.9,120.1,-10.8,0.0,0,2,False,0.01103,1,3,False,-1,-1,0
svc-02,slow,0.3,svc-07,,0.0,0.0,0.0,False,,122.0,96.0,-26.0,0.0,0,2,False,0.01838,1,5,False,-1,-1,0
svc-02,slow,0.3,svc-08,,0.0,0.0,0.0,False,,201.2,185.0,-16.2,0.0,0,2,False,0.04412,2,5,False,-1,-1,0
svc-02,slow,0.3,svc-09,,0.0,0.0,0.0,False,,212.5,219.2,6.7,0.0,0,2,False,0.01838,1,3,False,-1,-1,0
svc-02,slow,0.3,svc-10,,0.0,0.0,0.0,False,,16.5,12.2,-4.3,0.0,0,2,False,0.0,6,0,False,-1,-1,0
svc-02,slow,0.3,svc-11,,0.0,0.0,0.0,False,,17.1,11.9,-5.2,0.0,0,2,False,0.0,2,0,False,-1,-1,0
svc-02,slow,0.3,svc-12,,0.0,0.0,0.0,False,,18.0,13.0,-5.0,0.0,0,2,False,0.0,1,0,False,-1,-1,0
svc-02,slow,0.3,svc-13,,0.0,0.0,0.0,False,,18.1,14.0,-4.1,0.0,0,2,False,0.0,2,0,False,-1,-1,0
svc-02,slow,0.3,svc-14,,0.0,0.0,0.0,False,,17.4,12.7,-4.7,0.0,0,2,False,0.0,2,0,False,-1,-1,0
svc-02,slow,0.3,svc-15,,0.0,0.0,0.0,False,,17.1,13.4,-3.7,0.0,0,2,False,0.0,3,0,False,-1,-1,0
svc-02,slow,0.3,svc-16,,0.0,0.0,0.0,False,,16.6,13.2,-3.4,0.0,0,2,False,0.0,2,0,False,-1,-1,0
svc-02,slow,0.3,svc-17,,0.0,0.0,0.0,False,,16.6,12.6,-4.0,0.0,0,2,False,0.0,1,0,False,-1,-1,0
svc-03,down,1.0,svc-00,,0.0,0.0,0.0,False,,261.3,222.9,-38.4,0.0,0,2,False,0.0,0,3,False,-1,-1,1
svc-03,down,1.0,svc-01,,0.0,0.0,0.0,False,,235.5,197.3,-38.2,0.0,0,2,False,0.0,0,1,False,-1,-1,1
svc-03,down,1.0,svc-02,,0.0,0.0,0.0,False,,213.8,168.1,-45.7,0.0,0,2,False,0.0,0,2,False,-1,-1,1
svc-03,down,1.0,svc-04,,0.0,0.0,0.0,False,,89.0,90.9,1.9,0.0,0,2,False,0.0,1,1,False,-1,-1,1
svc-03,down,1.0,svc-05,,0.0,0.0,0.0,False,,197.0,147.5,-49.5,0.0,0,2,False,0.01838,3,3,False,-1,-1,1
svc-03,down,1.0,svc-06,,0.0,0.0,0.0,False,,139.5,120.7,-18.8,0.0,0,2,False,0.01103,1,3,False,-1,-1,1
svc-03,down,1.0,svc-07,,0.0,0.0,0.0,False,,135.3,115.1,-20.2,0.0,0,2,False,0.01838,1,5,False,-1,-1,1
svc-03,down,1.0,svc-08,,0.0,0.0,0.0,False,,229.0,94.0,-135.0,0.0,0,2,False,0.04412,2,5,False,-1,-1,1
svc-03,down,1.0,svc-09,,0.0,0.0,0.0,False,,238.0,174.4,-63.6,0.0,0,2,False,0.01838,1,3,False,-1,-1,1
svc-03,down,1.0,svc-10,,0.0,0.0,0.0,False,,16.4,16.1,-0.3,0.0,0,2,False,0.0,6,0,False,-1,-1,1
svc-03,down,1.0,svc-11,,0.0,0.0,0.0,False,,15.8,16.1,0.3,0.0,0,2,False,0.0,2,0,False,-1,-1,1
svc-03,down,1.0,svc-12,,0.0,0.0,0.0,False,,17.9,16.1,-1.8,0.0,0,2,False,0.0,1,0,False,-1,-1,1
svc-03,down,1.0,svc-13,,0.0,0.0,0.0,False,,18.5,15.6,-2.9,0.0,0,2,False,0.0,2,0,False,-1,-1,1
svc-03,down,1.0,svc-14,,0.0,0.0,0.0,False,,17.3,15.8,-1.5,0.0,0,2,False,0.0,2,0,False,-1,-1,1
svc-03,down,1.0,svc-15,,0.0,0.0,0.0,False,,18.2,15.1,-3.1,0.0,0,2,False,0.0,3,0,False,-1,-1,1
svc-03,down,1.0,svc-16,,0.0,0.0,0.0,False,,17.8,15.4,-2.4,0.0,0,2,False,0.0,2,0,False,-1,-1,1
svc-03,down,1.0,svc-17,,0.0,0.0,0.0,False,,17.3,14.9,-2.4,0.0,0,2,False,0.0,1,0,False,-1,-1,1
svc-03,down,0.5,svc-00,,0.0,0.0,0.0,False,,239.9,235.8,-4.1,0.0,0,2,False,0.0,0,3,False,-1,-1,1
svc-03,down,0.5,svc-01,,0.0,0.0,0.0,False,,224.7,209.2,-15.5,0.0,0,2,False,0.0,0,1,False,-1,-1,1
svc-03,down,0.5,svc-02,,0.0,0.0,0.0,False,,196.1,189.0,-7.1,0.0,0,2,False,0.0,0,2,False,-1,-1,1
svc-03,down,0.5,svc-04,,0.0,0.0,0.0,False,,80.6,95.0,14.4,0.0,0,2,False,0.0,1,1,False,-1,-1,1
svc-03,down,0.5,svc-05,,0.0,0.0,0.0,False,,190.4,155.9,-34.5,0.0,0,2,False,0.01838,3,3,False,-1,-1,1
svc-03,down,0.5,svc-06,,0.0,0.0,0.0,False,,132.8,122.9,-9.9,0.0,0,2,False,0.01103,1,3,False,-1,-1,1
svc-03,down,0.5,svc-07,,0.0,0.0,0.0,False,,139.1,103.3,-35.8,0.0,0,2,False,0.01838,1,5,False,-1,-1,1
svc-03,down,0.5,svc-08,,0.0,0.0,0.0,False,,194.0,137.7,-56.3,0.0,0,2,False,0.04412,2,5,False,-1,-1,1
svc-03,down,0.5,svc-09,,0.0,0.0,0.0,False,,210.9,179.4,-31.5,0.0,0,2,False,0.01838,1,3,False,-1,-1,1
svc-03,down,0.5,svc-10,,0.0,0.0,0.0,False,,13.3,14.9,1.6,0.0,0,2,False,0.0,6,0,False,-1,-1,1
svc-03,down,0.5,svc-11,,0.0,0.0,0.0,False,,13.3,14.8,1.5,0.0,0,2,False,0.0,2,0,False,-1,-1,1
svc-03,down,0.5,svc-12,,0.0,0.0,0.0,False,,16.4,15.3,-1.1,0.0,0,2,False,0.0,1,0,False,-1,-1,1
svc-03,down,0.5,svc-13,,0.0,0.0,0.0,False,,14.2,15.4,1.2,0.0,0,2,False,0.0,2,0,False,-1,-1,1
svc-03,down,0.5,svc-14,,0.0,0.0,0.0,False,,16.4,14.9,-1.5,0.0,0,2,False,0.0,2,0,False,-1,-1,1
svc-03,down,0.5,svc-15,,0.0,0.0,0.0,False,,14.7,15.3,0.6,0.0,0,2,False,0.0,3,0,False,-1,-1,1
svc-03,down,0.5,svc-16,,0.0,0.0,0.0,False,,14.9,14.7,-0.2,0.0,0,2,False,0.0,2,0,False,-1,-1,1
svc-03,down,0.5,svc-17,,0.0,0.0,0.0,False,,15.1,14.6,-0.5,0.0,0,2,False,0.0,1,0,False,-1,-1,1
svc-03,slow,0.8,svc-00,,0.0,0.0,0.0,False,,236.4,229.0,-7.4,0.0,0,2,False,0.0,0,3,False,-1,-1,0
svc-03,slow,0.8,svc-01,,0.0,0.0,0.0,False,,233.5,176.0,-57.5,0.0,0,2,False,0.0,0,1,False,-1,-1,0
svc-03,slow,0.8,svc-02,,0.0,0.0,0.0,False,,225.3,165.6,-59.7,0.0,0,2,False,0.0,0,2,False,-1,-1,0
svc-03,slow,0.8,svc-04,,0.0,0.0,0.0,False,,124.5,85.0,-39.5,0.0,0,2,False,0.0,1,1,False,-1,-1,0
svc-03,slow,0.8,svc-05,,0.0,0.0,0.0,False,,196.2,139.7,-56.5,0.0,0,2,False,0.01838,3,3,False,-1,-1,0
svc-03,slow,0.8,svc-06,,0.0,0.0,0.0,False,,120.2,119.5,-0.7,0.0,0,2,False,0.01103,1,3,False,-1,-1,0
svc-03,slow,0.8,svc-07,,0.0,0.0,0.0,False,,123.9,104.8,-19.1,0.0,0,2,False,0.01838,1,5,False,-1,-1,0
svc-03,slow,0.8,svc-08,,0.0,0.0,0.0,False,,185.5,135.0,-50.5,0.0,0,2,False,0.04412,2,5,False,-1,-1,0
svc-03,slow,0.8,svc-09,,0.0,0.0,0.0,False,,213.1,191.2,-21.9,0.0,0,2,False,0.01838,1,3,False,-1,-1,0
svc-03,slow,0.8,svc-10,,0.0,0.0,0.0,False,,15.8,10.6,-5.2,0.0,0,2,False,0.0,6,0,False,-1,-1,0
svc-03,slow,0.8,svc-11,,0.0,0.0,0.0,False,,15.8,11.5,-4.3,0.0,0,2,False,0.0,2,0,False,-1,-1,0
svc-03,slow,0.8,svc-12,,0.0,0.0,0.0,False,,16.8,11.7,-5.1,0.0,0,2,False,0.0,1,0,False,-1,-1,0
svc-03,slow,0.8,svc-13,,0.0,0.0,0.0,False,,16.1,12.6,-3.5,0.0,0,2,False,0.0,2,0,False,-1,-1,0
svc-03,slow,0.8,svc-14,,0.0,0.0,0.0,False,,15.4,11.9,-3.5,0.0,0,2,False,0.0,2,0,False,-1,-1,0
svc-03,slow,0.8,svc-15,,0.0,0.0,0.0,False,,14.9,12.2,-2.7,0.0,0,2,False,0.0,3,0,False,-1,-1,0
svc-03,slow,0.8,svc-16,,0.0,0.0,0.0,False,,14.6,12.5,-2.1,0.0,0,2,False,0.0,2,0,False,-1,-1,0
svc-03,slow,0.8,svc-17,,0.0,0.0,0.0,False,,15.2,12.0,-3.2,0.0,0,2,False,0.0,1,0,False,-1,-1,0
svc-03,slow,0.3,svc-00,,0.0,0.0,0.0,False,,265.5,225.7,-39.8,0.0,0,2,False,0.0,0,3,False,-1,-1,0
svc-03,slow,0.3,svc-01,,0.0,0.0,0.0,False,,261.9,187.6,-74.3,0.0,0,2,False,0.0,0,1,False,-1,-1,0
svc-03,slow,0.3,svc-02,,0.0,0.0,0.0,False,,261.3,163.1,-98.2,0.0,0,2,False,0.0,0,2,False,-1,-1,0
svc-03,slow,0.3,svc-04,,0.0,0.0,0.0,False,,110.1,97.3,-12.8,0.0,0,2,False,0.0,1,1,False,-1,-1,0
svc-03,slow,0.3,svc-05,,0.0,0.0,0.0,False,,170.4,139.1,-31.3,0.0,0,2,False,0.01838,3,3,False,-1,-1,0
svc-03,slow,0.3,svc-06,,0.0,0.0,0.0,False,,148.7,118.9,-29.8,0.0,0,2,False,0.01103,1,3,False,-1,-1,0
svc-03,slow,0.3,svc-07,,0.0,0.0,0.0,False,,101.5,99.7,-1.8,0.0,0,2,False,0.01838,1,5,False,-1,-1,0
svc-03,slow,0.3,svc-08,,0.0,0.0,0.0,False,,240.0,115.0,-125.0,0.0,0,2,False,0.04412,2,5,False,-1,-1,0
svc-03,slow,0.3,svc-09,,0.0,0.0,0.0,False,,246.7,153.7,-93.0,0.0,0,2,False,0.01838,1,3,False,-1,-1,0
svc-03,slow,0.3,svc-10,,0.0,0.0,0.0,False,,16.9,10.1,-6.8,0.0,0,2,False,0.0,6,0,False,-1,-1,0
svc-03,slow,0.3,svc-11,,0.0,0.0,0.0,False,,18.0,9.9,-8.1,0.0,0,2,False,0.0,2,0,False,-1,-1,0
svc-03,slow,0.3,svc-12,,0.0,0.0,0.0,False,,19.0,11.0,-8.0,0.0,0,2,False,0.0,1,0,False,-1,-1,0
svc-03,slow,0.3,svc-13,,0.0,0.0,0.0,False,,18.5,11.0,-7.5,0.0,0,2,False,0.0,2,0,False,-1,-1,0
svc-03,slow,0.3,svc-14,,0.0,0.0,0.0,False,,16.8,12.4,-4.4,0.0,0,2,False,0.0,2,0,False,-1,-1,0
svc-03,slow,0.3,svc-15,,0.0,0.0,0.0,False,,18.6,11.3,-7.3,0.0,0,2,False,0.0,3,0,False,-1,-1,0
svc-03,slow,0.3,svc-16,,0.0,0.0,0.0,False,,17.2,11.0,-6.2,0.0,0,2,False,0.0,2,0,False,-1,-1,0
svc-03,slow,0.3,svc-17,,0.0,0.0,0.0,False,,16.9,12.4,-4.5,0.0,0,2,False,0.0,1,0,False,-1,-1,0
svc-04,down,1.0,svc-00,1.0,0.0,1.0,1.0,True,0.0,251.9,240.3,-11.6,0.0,1,1,False,0.0,0,3,True,1200,1,1
svc-04,down,1.0,svc-01,,0.0,0.0,0.0,False,,238.6,224.3,-14.3,0.0,1,1,False,0.0,0,1,False,-1,-1,1
svc-04,down,1.0,svc-02,,0.0,0.0,0.0,False,,228.9,210.1,-18.8,0.0,1,1,False,0.0,0,2,False,-1,-1,1
svc-04,down,1.0,svc-03,,0.0,0.0,0.0,False,,234.4,215.6,-18.8,0.0,1,1,False,0.0,0,2,False,-1,-1,1
svc-04,down,1.0,svc-05,,0.0,0.0,0.0,False,,132.4,176.8,44.4,0.0,1,1,False,0.01838,3,3,False,-1,-1,1
svc-04,down,1.0,svc-06,,0.0,0.0,0.0,False,,120.0,121.1,1.1,0.0,1,1,False,0.01103,1,3,False,-1,-1,1
svc-04,down,1.0,svc-07,,0.0,0.0,0.0,False,,129.6,113.4,-16.2,0.0,1,1,False,0.01838,1,5,False,-1,-1,1
svc-04,down,1.0,svc-08,,0.0,0.0,0.0,False,,223.7,148.5,-75.2,0.0,1,1,False,0.04412,2,5,False,-1,-1,1
svc-04,down,1.0,svc-09,,0.0,0.0,0.0,False,,230.8,220.8,-10.0,0.0,1,1,False,0.01838,1,3,False,-1,-1,1
svc-04,down,1.0,svc-10,,0.0,0.0,0.0,False,,21.2,16.1,-5.1,0.0,1,1,False,0.0,6,0,False,-1,-1,1
svc-04,down,1.0,svc-11,,0.0,0.0,0.0,False,,23.1,16.8,-6.3,0.0,1,1,False,0.0,2,0,False,-1,-1,1
svc-04,down,1.0,svc-12,,0.0,0.0,0.0,False,,24.5,17.2,-7.3,0.0,1,1,False,0.0,1,0,False,-1,-1,1
svc-04,down,1.0,svc-13,,0.0,0.0,0.0,False,,24.2,16.3,-7.9,0.0,1,1,False,0.0,2,0,False,-1,-1,1
svc-04,down,1.0,svc-14,,0.0,0.0,0.0,False,,24.7,16.4,-8.3,0.0,1,1,False,0.0,2,0,False,-1,-1,1
svc-04,down,1.0,svc-15,,0.0,0.0,0.0,False,,21.4,16.3,-5.1,0.0,1,1,False,0.0,3,0,False,-1,-1,1
svc-04,down,1.0,svc-16,,0.0,0.0,0.0,False,,23.9,16.1,-7.8,0.0,1,1,False,0.0,2,0,False,-1,-1,1
svc-04,down,1.0,svc-17,,0.0,0.0,0.0,False,,23.4,15.6,-7.8,0.0,1,1,False,0.0,1,0,False,-1,-1,1
svc-04,down,0.5,svc-00,1.0,0.0,0.125,0.125,True,3503.8,241.1,247.1,6.0,0.0,1,1,False,0.0,0,3,True,1200,1,1
svc-04,down,0.5,svc-01,,0.0,0.0,0.0,False,,223.4,230.9,7.5,0.0,1,1,False,0.0,0,1,False,-1,-1,1
svc-04,down,0.5,svc-02,,0.0,0.0,0.0,False,,222.4,223.1,0.7,0.0,1,1,False,0.0,0,2,False,-1,-1,1
svc-04,down,0.5,svc-03,,0.0,0.0,0.0,False,,219.9,223.7,3.8,0.0,1,1,False,0.0,0,2,False,-1,-1,1
svc-04,down,0.5,svc-05,,0.0,0.0,0.0,False,,184.9,198.2,13.3,0.0,1,1,False,0.01838,3,3,False,-1,-1,1
svc-04,down,0.5,svc-06,,0.0,0.0,0.0,False,,119.2,125.9,6.7,0.0,1,1,False,0.01103,1,3,False,-1,-1,1
svc-04,down,0.5,svc-07,,0.0,0.0,0.0,False,,133.5,117.5,-16.0,0.0,1,1,False,0.01838,1,5,False,-1,-1,1
svc-04,down,0.5,svc-08,,0.0,0.0,0.0,False,,156.2,209.0,52.8,0.0,1,1,False,0.04412,2,5,False,-1,-1,1
svc-04,down,0.5,svc-09,,0.0,0.0,0.0,False,,222.7,227.4,4.7,0.0,1,1,False,0.01838,1,3,False,-1,-1,1
svc-04,down,0.5,svc-10,,0.0,0.0,0.0,False,,14.0,17.0,3.0,0.0,1,1,False,0.0,6,0,False,-1,-1,1
svc-04,down,0.5,svc-11,,0.0,0.0,0.0,False,,15.1,17.9,2.8,0.0,1,1,False,0.0,2,0,False,-1,-1,1
svc-04,down,0.5,svc-12,,0.0,0.0,0.0,False,,16.1,17.5,1.4,0.0,1,1,False,0.0,1,0,False,-1,-1,1
svc-04,down,0.5,svc-13,,0.0,0.0,0.0,False,,15.7,16.4,0.7,0.0,1,1,False,0.0,2,0,False,-1,-1,1
svc-04,down,0.5,svc-14,,0.0,0.0,0.0,False,,14.6,16.9,2.3,0.0,1,1,False,0.0,2,0,False,-1,-1,1
svc-04,down,0.5,svc-15,,0.0,0.0,0.0,False,,14.9,17.2,2.3,0.0,1,1,False,0.0,3,0,False,-1,-1,1
svc-04,down,0.5,svc-16,,0.0,0.0,0.0,False,,13.8,16.8,3.0,0.0,1,1,False,0.0,2,0,False,-1,-1,1
svc-04,down,0.5,svc-17,,0.0,0.0,0.0,False,,13.9,16.5,2.6,0.0,1,1,False,0.0,1,0,False,-1,-1,1
svc-04,slow,0.8,svc-00,1.0,0.0,1.0,1.0,True,0.0,263.7,2509.1,2245.4,0.0,1,1,False,0.0,0,3,True,1200,1,0
svc-04,slow,0.8,svc-01,,0.0,0.0,0.0,False,,239.9,232.8,-7.1,0.0,1,1,False,0.0,0,1,False,-1,-1,0
svc-04,slow,0.8,svc-02,,0.0,0.0,0.0,False,,213.1,232.3,19.2,0.0,1,1,False,0.0,0,2,False,-1,-1,0
svc-04,slow,0.8,svc-03,,0.0,0.0,0.0,False,,250.5,225.0,-25.5,0.0,1,1,False,0.0,0,2,False,-1,-1,0
svc-04,slow,0.8,svc-05,,0.0,0.0,0.0,False,,198.8,192.3,-6.5,0.0,1,1,False,0.01838,3,3,False,-1,-1,0
svc-04,slow,0.8,svc-06,,0.0,0.0,0.0,False,,128.3,125.7,-2.6,0.0,1,1,False,0.01103,1,3,False,-1,-1,0
svc-04,slow,0.8,svc-07,,0.0,0.0,0.0,False,,142.5,112.4,-30.1,0.0,1,1,False,0.01838,1,5,False,-1,-1,0
svc-04,slow,0.8,svc-08,,0.0,0.0,0.0,False,,189.5,209.1,19.6,0.0,1,1,False,0.04412,2,5,False,-1,-1,0
svc-04,slow,0.8,svc-09,,0.0,0.0,0.0,False,,239.8,221.6,-18.2,0.0,1,1,False,0.01838,1,3,False,-1,-1,0
svc-04,slow,0.8,svc-10,,0.0,0.0,0.0,False,,17.6,11.8,-5.8,0.0,1,1,False,0.0,6,0,False,-1,-1,0
svc-04,slow,0.8,svc-11,,0.0,0.0,0.0,False,,17.3,13.0,-4.3,0.0,1,1,False,0.0,2,0,False,-1,-1,0
svc-04,slow,0.8,svc-12,,0.0,0.0,0.0,False,,17.2,11.9,-5.3,0.0,1,1,False,0.0,1,0,False,-1,-1,0
svc-04,slow,0.8,svc-13,,0.0,0.0,0.0,False,,16.8,13.2,-3.6,0.0,1,1,False,0.0,2,0,False,-1,-1,0
svc-04,slow,0.8,svc-14,,0.0,0.0,0.0,False,,17.8,10.8,-7.0,0.0,1,1,False,0.0,2,0,False,-1,-1,0
svc-04,slow,0.8,svc-15,,0.0,0.0,0.0,False,,17.9,14.1,-3.8,0.0,1,1,False,0.0,3,0,False,-1,-1,0
svc-04,slow,0.8,svc-16,,0.0,0.0,0.0,False,,17.6,11.2,-6.4,0.0,1,1,False,0.0,2,0,False,-1,-1,0
svc-04,slow,0.8,svc-17,,0.0,0.0,0.0,False,,15.9,14.2,-1.7,0.0,1,1,False,0.0,1,0,False,-1,-1,0
svc-04,slow,0.3,svc-00,1.0,0.0,0.0,0.0,False,,251.7,630.4,378.7,0.0,1,1,False,0.0,0,3,True,1200,1,0
svc-04,slow,0.3,svc-01,,0.0,0.0,0.0,False,,252.5,221.8,-30.7,0.0,1,1,False,0.0,0,1,False,-1,-1,0
svc-04,slow,0.3,svc-02,,0.0,0.0,0.0,False,,239.1,211.5,-27.6,0.0,1,1,False,0.0,0,2,False,-1,-1,0
svc-04,slow,0.3,svc-03,,0.0,0.0,0.0,False,,236.5,216.3,-20.2,0.0,1,1,False,0.0,0,2,False,-1,-1,0
svc-04,slow,0.3,svc-05,,0.0,0.0,0.0,False,,212.7,174.0,-38.7,0.0,1,1,False,0.01838,3,3,False,-1,-1,0
svc-04,slow,0.3,svc-06,,0.0,0.0,0.0,False,,150.9,122.0,-28.9,0.0,1,1,False,0.01103,1,3,False,-1,-1,0
svc-04,slow,0.3,svc-07,,0.0,0.0,0.0,False,,146.4,111.8,-34.6,0.0,1,1,False,0.01838,1,5,False,-1,-1,0
svc-04,slow,0.3,svc-08,,0.0,0.0,0.0,False,,170.5,143.1,-27.4,0.0,1,1,False,0.04412,2,5,False,-1,-1,0
svc-04,slow,0.3,svc-09,,0.0,0.0,0.0,False,,227.3,210.5,-16.8,0.0,1,1,False,0.01838,1,3,False,-1,-1,0
svc-04,slow,0.3,svc-10,,0.0,0.0,0.0,False,,12.9,10.2,-2.7,0.0,1,1,False,0.0,6,0,False,-1,-1,0
svc-04,slow,0.3,svc-11,,0.0,0.0,0.0,False,,14.3,10.4,-3.9,0.0,1,1,False,0.0,2,0,False,-1,-1,0
svc-04,slow,0.3,svc-12,,0.0,0.0,0.0,False,,15.3,10.1,-5.2,0.0,1,1,False,0.0,1,0,False,-1,-1,0
svc-04,slow,0.3,svc-13,,0.0,0.0,0.0,False,,15.4,10.8,-4.6,0.0,1,1,False,0.0,2,0,False,-1,-1,0
svc-04,slow,0.3,svc-14,,0.0,0.0,0.0,False,,15.9,11.6,-4.3,0.0,1,1,False,0.0,2,0,False,-1,-1,0
svc-04,slow,0.3,svc-15,,0.0,0.0,0.0,False,,15.3,11.9,-3.4,0.0,1,1,False,0.0,3,0,False,-1,-1,0
svc-04,slow,0.3,svc-16,,0.0,0.0,0.0,False,,15.6,11.9,-3.7,0.0,1,1,False,0.0,2,0,False,-1,-1,0
svc-04,slow,0.3,svc-17,,0.0,0.0,0.0,False,,14.3,12.1,-2.2,0.0,1,1,False,0.0,1,0,False,-1,-1,0
svc-05,down,1.0,svc-00,,0.0,0.0,0.0,False,,253.8,233.6,-20.2,0.01838,3,3,True,0.0,0,3,False,-1,-1,1
svc-05,down,1.0,svc-01,1.0,0.0,1.0,1.0,True,0.0,234.4,147.7,-86.7,0.01838,3,3,True,0.0,0,1,True,800,1,1
svc-05,down,1.0,svc-02,1.0,0.0,1.0,1.0,True,0.0,224.3,153.3,-71.0,0.01838,3,3,True,0.0,0,2,True,1500,0,1
svc-05,down,1.0,svc-03,1.0,0.0,1.0,1.0,True,0.0,233.4,211.9,-21.5,0.01838,3,3,True,0.0,0,2,True,1500,0,1
svc-05,down,1.0,svc-04,,0.0,0.0,0.0,False,,87.8,84.9,-2.9,0.01838,3,3,True,0.0,1,1,False,-1,-1,1
svc-05,down,1.0,svc-06,,0.0,0.0,0.0,False,,130.7,120.6,-10.1,0.01838,3,3,True,0.01103,1,3,False,-1,-1,1
svc-05,down,1.0,svc-07,,0.0,0.0,0.0,False,,137.6,119.5,-18.1,0.01838,3,3,True,0.01838,1,5,False,-1,-1,1
svc-05,down,1.0,svc-08,,0.0,0.0,0.0,False,,222.7,188.2,-34.5,0.01838,3,3,True,0.04412,2,5,False,-1,-1,1
svc-05,down,1.0,svc-09,,0.0,0.0,0.0,False,,229.2,207.2,-22.0,0.01838,3,3,True,0.01838,1,3,False,-1,-1,1
svc-05,down,1.0,svc-10,,0.0,0.0,0.0,False,,13.7,15.2,1.5,0.01838,3,3,True,0.0,6,0,False,-1,-1,1
svc-05,down,1.0,svc-11,,0.0,0.0,0.0,False,,14.5,16.2,1.7,0.01838,3,3,True,0.0,2,0,False,-1,-1,1
svc-05,down,1.0,svc-12,,0.0,0.0,0.0,False,,15.9,15.2,-0.7,0.01838,3,3,True,0.0,1,0,False,-1,-1,1
svc-05,down,1.0,svc-13,,0.0,0.0,0.0,False,,14.6,15.7,1.1,0.01838,3,3,True,0.0,2,0,False,-1,-1,1
svc-05,down,1.0,svc-14,,0.0,0.0,0.0,False,,14.8,14.8,0.0,0.01838,3,3,True,0.0,2,0,False,-1,-1,1
svc-05,down,1.0,svc-15,,0.0,0.0,0.0,False,,15.6,15.1,-0.5,0.01838,3,3,True,0.0,3,0,False,-1,-1,1
svc-05,down,1.0,svc-16,,0.0,0.0,0.0,False,,13.6,15.6,2.0,0.01838,3,3,True,0.0,2,0,False,-1,-1,1
svc-05,down,1.0,svc-17,,0.0,0.0,0.0,False,,14.6,14.7,0.1,0.01838,3,3,True,0.0,1,0,False,-1,-1,1
svc-05,down,0.5,svc-00,,0.0,0.0,0.0,False,,235.7,249.1,13.4,0.01838,3,3,True,0.0,0,3,False,-1,-1,1
svc-05,down,0.5,svc-01,1.0,0.0,0.125,0.125,True,3012.6,226.5,214.4,-12.1,0.01838,3,3,True,0.0,0,1,True,800,1,1
svc-05,down,0.5,svc-02,1.0,0.0,0.625,0.625,True,0.0,218.6,182.0,-36.6,0.01838,3,3,True,0.0,0,2,True,1500,0,1
svc-05,down,0.5,svc-03,1.0,0.0,0.5,0.5,True,0.0,218.8,229.2,10.4,0.01838,3,3,True,0.0,0,2,True,1500,0,1
svc-05,down,0.5,svc-04,,0.0,0.0,0.0,False,,95.0,90.5,-4.5,0.01838,3,3,True,0.0,1,1,False,-1,-1,1
svc-05,down,0.5,svc-06,,0.0,0.0,0.0,False,,124.2,132.1,7.9,0.01838,3,3,True,0.01103,1,3,False,-1,-1,1
svc-05,down,0.5,svc-07,,0.0,0.0,0.0,False,,122.6,121.9,-0.7,0.01838,3,3,True,0.01838,1,5,False,-1,-1,1
svc-05,down,0.5,svc-08,,0.0,0.0,0.0,False,,173.9,202.9,29.0,0.01838,3,3,True,0.04412,2,5,False,-1,-1,1
svc-05,down,0.5,svc-09,,0.0,0.0,0.0,False,,210.3,225.1,14.8,0.01838,3,3,True,0.01838,1,3,False,-1,-1,1
svc-05,down,0.5,svc-10,,0.0,0.0,0.0,False,,14.3,17.1,2.8,0.01838,3,3,True,0.0,6,0,False,-1,-1,1
svc-05,down,0.5,svc-11,,0.0,0.0,0.0,False,,14.6,18.1,3.5,0.01838,3,3,True,0.0,2,0,False,-1,-1,1
svc-05,down,0.5,svc-12,,0.0,0.0,0.0,False,,16.8,17.8,1.0,0.01838,3,3,True,0.0,1,0,False,-1,-1,1
svc-05,down,0.5,svc-13,,0.0,0.0,0.0,False,,15.8,17.6,1.8,0.01838,3,3,True,0.0,2,0,False,-1,-1,1
